Bid URL,Bid Number,Bid Title,Bid Type,Department,Bid Description,Commodity Code,Commodity Description,Open Date,Closing Date,Contact Name,Contact Phone,Contact Email
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49527,"LACDA26-002","HUD LEAD-HAZARD REDUCTION PROGRAM LEAD-BASED PAINT HAZARD REMEDIATION AND CONSTRUCTION SERVICES (LHR-024-1)","Construction","LA County Development Authority","TO VIEW SOLICITATION PLEASE VISIT WWW.LACDA.ORG AND SCROLL TO THE BOTTOM OF THE WEBPAGE AND CLICK ON VIEW SOLICITATION.  JANUARY 14, 2026    NOTICE    REQUEST FOR QUOTES  FOR  HUD LEAD-HAZARD REDUCTION PROGRAM  LEAD-BASED PAINT HAZARD REMEDIATION  AND CONSTRUCTION SERVICES  (LHR-024-1)      Notice is hereby given that quotes will be received at the Los Angeles County Development Authority (LACDA), until Wednesday, January 28, 2026, at 3:00 p.m. for the 'HUD Lead-Hazard Reduction Program: Lead-Based Paint Hazard Remediation and Construction Services (LHR-024-1)' for the properties located at:  1.	7023 Templeton Street, Unit 101, Huntington Park, CA 90255  2.	7023 Templeton Street, Unit 102, Huntington Park, CA 90255  3.	7023 Templeton Street, Unit 109, Huntington Park, CA 90255  4.	7023 Templeton Street, Unit 201, Huntington Park, CA 90255  5.	7023 Templeton Street, Unit 202, Huntington Park, CA 90255  6.	7023 Templeton Street, Unit 203, Huntington Park, CA 90255  7.	7023 Templeton Street, Unit 204, Huntington Park, CA 90255  8.	7023 Templeton Street, Unit 210, Huntington Park, CA 90255    This will include furnishing all labor, material and equipment, and performing all work necessary and incidental in accordance with Appendix B - 'Scope of Work'     Bidders must attend a mandatory Pre Quote/Job Walk Meeting for all properties on Wednesday, January 21, 2026, with the first meeting occurring at 7023 Templeton Street, Unit 101, Huntington Park, CA 90255 at 8:30 a.m.     A Request for Quotes (RFQ) solicitation package containing all submission requirements may be downloaded from the LACDA's website at www.lacda.org, scroll to and click on 'Vendors,' click on 'View Open Solicitations,' and under the 'Title' column, select the solicitation of interest, then click on 'Download Documents Below,' and follow the instructions. Quotes shall be submitted on the attached Quote Sheet with required forms, proof of contractor's license, CDPH and EPA certification, and insurance coverage with a cover letter. The Quote shall be electronically uploaded at https://solicitation.lacda.org/Solicitations.aspx, alongside all required forms.to.  Once uploaded, the Bidder shall email the LACDA Contract Administrator, Jackie Reyes, at jackie.reyes@lacda.org  to confirm receipt of the Quote.    All quotes shall be labeled 'HUD Lead-Hazard Reduction Program-Lead-Based Paint Hazard Remediation and Construction Services LHR-024. Contractors are solely responsible for ensuring their Quote is received by the LACDA in accordance with the solicitation requirements by the above stated due date and time.  The LACDA shall not be responsible for any late or delays by mail or common carriers, or by transmission errors or delays, or mistaken delivery including electronic mail.  Deliveries made before the stated due date and time but to the wrong department/unit, will be considered non-responsive, unless re-delivery is made to the correct department/unit before the stated due date and time.  Quotes received after the due date and/or time will be considered late and will not be considered for award.    Questions regarding the RFQ are to be directed to Jackie Reyes at (626) 586-1789 or by email at jackie.reyes@lacda.org.  Si usted requiere más información sobre este anuncio, por favor comuníquese con el Sra. Jackie Reyes al teléfono (626) 586-1789 o correo electrónico a jackie.reyes@lacda.org.     In submitting a quote, each contractor thereby agrees, that if awarded a contract, they shall execute a standard LACDA contract and forms, a sample of which is attached as Appendix A - Sample Contract to this Request for Quotes. The Contract is between the LACDA and Contractor. The LACDA shall not award a contract to, or be obligated to execute a contract with, any contractor who refuses to execute said standard LACDA contract.      Contractors are advised that this RFQ is an informal solicitation and should not be construed as engaging in a formal competitive bidding pursuant ",="90923","BUILDING CONSTRUCTION SERVICE, RESIDENTIAL (APARTMENTS, ETC.","01/14/2026","01/28/2026  3:00PM","Jackie Reyes","626-586-1789","jackie.reyes@lacda.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49530,"RFB-IS-26200539","AUDIOVISUAL MONITORING SYSTEM","Commodity / Service","Internal Services Department","AUDIOVISUAL MONITORING SYSTEM",="46560","MONITORING SYSTEMS, ALL TYPES (HOSPITAL AND PATIENT)","01/14/2026","01/29/2026 12:00PM","Peter Genov","323-607-1215","pgenov@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49531,"RFB-IS-26200544","1079315-RED HAT ANSIBLE SOFTWARE RENEWAL - BRAND SPECIFIC","Commodity / Service","Internal Services Department","1079315-RED HAT ANSIBLE SOFTWARE RENEWAL - BRAND SPECIFIC",="20890","UTILITIES-MICROCOMPUTER: BACK-UP, BATCH FILE, MENUS, OPERATI","01/21/2026","01/29/2026 12:00PM","Sharon Duong","323-607-1227","SDuong3@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49533,"RFB-IS-26200550","B253000- PICKUP TRUCKS- FLEET- CA#30","Commodity / Service","Internal Services Department","B253000- PICKUP TRUCKS- FLEET- CA#30",="07006","AUTOMOBILES AND STATION WAGONS","01/15/2026","01/29/2026 12:00PM","Karen Carrillo","323-607-1195","kcarrillo@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49534,"RFB-IS-26200545","26026567 COMPUTER - SERVER & SWITCH - HPE","Commodity / Service","Internal Services Department","26026567 COMPUTER - SERVER & SWITCH - HPE",="20628","COMPUTER SYSTEMS-MINI & MAINFRAME- PROCESS CONTROL","01/15/2026","01/29/2026 12:00PM","Sally Luu","323-607-1221","sluu@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49356,"DPR-SECURITY-2025","SECURITY SERVICES FOR CENTRAL REGIONAL FACILITIES","Service","Parks and Recreation","The County of Los Angeles (County) Department of Parks and Recreation (LA County Parks) is issuing this Request for Proposals (RFP) to solicit proposals from private organizations interested in providing armed and unarmed security services at the following County locations:    CENTRAL REGION FACILITIES  1.	South Agency Headquarters, 360 West El Segundo Blvd, Los Angeles, CA 90061  2.	East and Regional Agencies Headquarters, 265 Cloverleaf Drive, Baldwin Park, CA 91706  3.	Arboretum of Los Angeles County, 301 North Baldwin Avenue, Arcadia, CA 91007  4.	72nd Street Corral Equestrian Arena, 550 72nd Street, Long Beach, CA 90805  5.	San Gabriel River Park, 255 San Fidel Avenue, La Puente, CA 91746    A Mandatory Virtual Proposer's Conference will be held on Wednesday, December 10, 2025, at 10:00 AM, PT.   The Mandatory On-Site Visits will be conducted immediately following the Mandatory Virtual Proposer's Conference on the dates listed in Section 1.0, Solicitation Information Timeline, of the RFP.  Proposer's attendance is required at the Mandatory Virtual Proposer's Conference and all Mandatory On-Site Visits.       NOTE: To register for the Mandatory Virtual Proposer's Conference and the Mandatory On-Site Visits, Proposer must submit a list of attendees to Mr. Humberto Chairez at hchairez@parks.lacounty.gov by Wednesday, December 3, 2025, 5:00 PM, PT.      In accordance with the American with Disabilities Act (ADA), LA County Parks has a designated ADA Coordinator to ensure compliance with the ADA's non-discriminatory provisions. With at least three (3) days request/notice, sign language interpretation, alternative formats of materials such as Braille-transcript, large print, audio-record, video captioning, and other reasonable accommodations can be made available for County sponsored activities and events.     To request ADA accommodation, please contact the ADA Coordinator, Mr. Leo Barajas, at (626) 588-5150 or via email at lbarajas@parks.lacounty.gov.    Interested Proposers should refer to the County's website (http://doingbusiness.lacounty.gov) to download the RFP and to register for future contracting opportunities with the County.    For further information on the RFP, please contact Mr. Humberto Chairez via email at hchairez@parks.lacounty.gov.      Para información en español, favor de contactar Señor Humberto Chairez a hchairez@parks.lacounty.gov.  ",="99046","GUARD AND SECURITY SERVICES (INCLUDING TRAFFIC CONTROL)","11/13/2025","01/29/2026  2:00PM","HUMBERTO CHAIREZ","626-588-5253","hchairez@parks.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49497,"EWOI-MRK-01","Employee and Worker Ownership Initiative Marketing and Outreach Services Request for Proposals (RFP)","Service","Economic Opportunity","The Department of Economic Opportunity (DEO) is issuing this Request for Proposals (RFP) to solicit qualified Proposers to provide comprehensive Marketing and Outreach Services in support of the County's Employee and Worker Ownership Initiative (EWOI).",="96153","MARKETING SERVICES","12/31/2025","01/30/2026 12:00PM","Michael Yamashige","323-383-2048","DEO-PRO@opportunity.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49537,"RFB-IS-26200551","MAINTENCE PARTS- REPAIR PARTS","Commodity / Service","Internal Services Department","MAINTENCE PARTS- REPAIR PARTS",="20460","MONITORS-MICROCOMPUTER- COLOR AND MONOCHROME (CGA,VGA, SVGA,","01/16/2026","01/30/2026 12:00PM","MICHAEL BEARDEN","323-607-1210","MBearden@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49540,"RFB-IS-26200555","1080752 - MFT GLOBALSCAPE RENEWAL 2026","Commodity / Service","Internal Services Department","1080752 - MFT GLOBALSCAPE RENEWAL 2026",="20853","SOFTWARE-MICROCOMPUTER-INTEGRATED","01/20/2026","01/30/2026 12:00PM","Norma E. Rodriguez","323-607-1214","nrodriguez3@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=47042,"692-SH","Armed and Unarmed Security Guard Services","Service","Sheriff","INTRODUCTION  The Los Angeles County (County) Sheriff's Department (Department) is issuing this Request for Proposals (RFP) to solicit proposals for a Contract(s) from vendors that can provide armed and unarmed security guard services.    The Department is responsible for providing security in facilities, offices, and clinics (Locations) throughout the County. The Department requires vendor(s) who can provide armed and unarmed Security Guards and Security Guard Supervisor twenty-four hours a day, seven days a week, including County-recognized holidays.    MINIMUM MANDATORY REQUIREMENTS  Interested and qualified Proposers that can demonstrate their ability and qualifications to successfully provide the required services, outlined in Exhibit A (Statement of Work) to this RFP, are invited to submit a proposal, provided the firm submitting the proposal meets the following minimum mandatory requirements at the time of proposal submission:  1. Proposer must have a minimum of five consecutive years' experience, within the last seven years, providing both armed and unarmed security guard services equivalent or similar to the services identified in Exhibit A (Statement of Work) to this RFP.  Proposer's five consecutive years' of experience must have been providing a minimum of 300 armed and unarmed Security Guards, located in one or multiple Locations.  Proposer must provide reference(s) that verify this minimum mandatory requirement and include complete start dates, complete end dates, name of agency, number of armed and unarmed Security Guards, and a description of services provided.  2. Proposer must have a minimum of five consecutive years' experience, within the last seven years, providing both armed and unarmed security guard services to at least one of the following facilities: a health facility, health clinic for mental or behavioral health, or either a correctional or custody facility.  3. Proposer must have the capability to provide a minimum of ten percent additional Security Guards and Security Guard Supervisors who are trained, certified, and equipped to be deployed at Locations within the County, and throughout the term of the Contract.  Verification of this minimum mandatory requirement will be conducted with a review of Proposer's submitted Exhibit 12 (Staffing Plan) of Appendix B (Required Forms) to this RFP, for the concerned Area.  4. If Proposer's compliance with a County Contract has been reviewed by the Department of the Auditor-Controller within the last ten years then Proposer must not have unresolved questioned costs identified by the Auditor-Controller, in an amount over $100,000.00. Costs include those that are confirmed to be disallowed costs by the contracting County department, and remain unpaid for six months or more from the date of disallowance, unless such disallowed costs are the subject of current good faith negotiations to resolve the disallowed costs, in the opinion of the County.  5. Proposal must be submitted by the proposal due date and time identified in Paragraph 7.2 (RFP Timeline and Minimum Mandatory Requirements) of this RFP.  6. Proposer must have attended the Virtual Mandatory Proposer's Conference identified in Paragraph 7.5 (Virtual Mandatory Proposers' Conference) of this RFP.    RFP RELEASE  All potential Proposers are encouraged to monitor the County's solicitation website for Bulletins, as they are posted, during the entire solicitation process.    RFP TIMETABLE  The timetable for the RFP is as follows:  Release of RFP October 31, 2025  Request for a Solicitation Requirements Review Due November 12, 2025  Deadline to Register for Virtual Mandatory Proposers' Conference November 21, 2025  Virtual Mandatory Proposers' Conference December 11, 2025  Application for Exemption to Living Wage Program Due December 16, 2025  Written Questions Due December 23, 2025  Questions and Answers Released January 13, 2026  Proposals due by 3:00 p.m. (Pacific Time) January 30, 2026    The foregoing dat",="99046","GUARD AND SECURITY SERVICES (INCLUDING TRAFFIC CONTROL)","10/31/2025","01/30/2026  3:00PM","Isabel Ibarra","213-229-1805","icibarra@lasd.org"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49538,"RFB-IS-26200554","HARDWARE - HEADPHONES - WIRED AND WIRELESS","Commodity / Service","Internal Services Department","HARDWARE - HEADPHONES - WIRED AND WIRELESS",="20468","PERIPHERALS-MICROCOMPUTER-MISC: JOY STICKS, GRAPHIC DIGITIZE","01/16/2026","02/02/2026 12:00PM","MICHAEL BEARDEN","323-607-1210","MBearden@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49536,"RFB-IS-26200517","CONSULTING SERVICES - PUBLIC HEALTH - SOW","Commodity / Service","Internal Services Department","CONSULTING SERVICES - PUBLIC HEALTH - SOW",="91827","CONSULTING SERVICE-COMMUNITY DEVELOPMENT","01/16/2026","02/02/2026 12:00PM","Jose Rivera","323-443-8863","jrivera@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49519,"RFB-IS-26200537","637087  MD3 NETWORK INFRASTRUCTURE & COMMUNICATIONS UPGRADE","Commodity / Service","Internal Services Department","637087  MD3 NETWORK INFRASTRUCTURE & COMMUNICATIONS UPGRADE",="72559","TELECOMMUNICATION PARTS AND ACCESSORIES (NOT OTHERWISE CLASS","01/12/2026","02/03/2026 12:00PM","Natalie Monge","323-443-8596","NMonge@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49539,"RFB-IS-26200553","1077737 17a-4 ZOOM & WEBEX DATAPARSER - BRAND ONLY","Commodity / Service","Internal Services Department","1077737 17a-4 ZOOM & WEBEX DATAPARSER - BRAND ONLY",="20827","SOFTWARE-MICROCOMPUTER-COMMUNICATIONS: NETWORKING, LINKING-E","01/20/2026","02/03/2026 12:00PM","Natalie Monge","323-443-8596","NMonge@isd.lacounty.gov"
https://camisvr.co.la.ca.us/lacobids/BidDetail/BidDetailStart?biddocidi=49449,"BRC0000583","On-Call Light Emitting Diode Streetlight Maintenance Services","Service","Public Works","Los Angeles County Public Works is requesting proposals for the On-Call Light Emitting Diode Streetlight Maintenance Services (BRC0000583) contract.  The Request for Proposals (RFP) with contract specifications, forms, and instructions for preparing and submitting proposals may be accessed at http://pw.lacounty.gov/brcd/servicecontracts.    The deadline to submit proposals is Tuesday, January 20, 2026, at 5:30 p.m.  Please direct your questions to Ms. Amber Albert at (626) 458-4199 or aalbert@pw.lacounty.gov, or Mr. Jairo Flores at (626) 458-4069 or jflores@pw.lacounty.gov, Monday through Thursday, 7 a.m. to 5 p.m.      Optional Proposers Conference    An optional proposers' conference will be held on Tuesday, January 6, 2025, at 9 a.m. via Microsoft Teams Meeting Online Events.  ATTENDANCE BY THE PROPOSER OR AN AUTHORIZED REPRESENTATIVE AT THE CONFERENCE IS OPTIONAL.  To participate, please refer to section 8.3, Optional Proposers' Conference of the RFP for more details.    PLEASE CHECK THE WEBSITE FREQUENTLY FOR ANY CHANGES TO THIS SOLICITATION.  ALL NOTICES TO PROPOSERS WILL BE POSTED AT http://pw.lacounty.gov/brcd/servicecontracts.    'Do Business with Public Works' Website Mandatory Registration    You are now required to register an account on Public Works 'Do Business With Public Works' website in order to view any current solicitation: https://dpw.lacounty.gov/contracts/opportunities.aspx.  Registration is only needed one time.  Further you should also register as a plan holder for this specific RFP BRC0000583.  Only those firms registered for this RFP through the website will receive automatic notification when any update to this RFP is made.  The County does not have an obligation to notify any proposers other than through the Public Works website's automatic notification system.       Doing Business with Preference Program Enterprise    The County provides many benefits for firms that are certified through the County's Local Small Business Enterprise (LSBE), Disabled Veteran Business Enterprise (DVBE), and Social Enterprise (SE), collectively called Preference Program Enterprise (PPE).  Eligible firms, prime contractors, and subcontractors are strongly encouraged to participate and receive benefits available only to PPE, such as price preference during solicitation process, when applicable, and the PPE Prompt Payment Program.  Prompt payment is defined as 15 calendar days after the receipt of an undisputed invoice for goods or services.  Information on this program and how to obtain certification are available on the County of Los Angeles Department of Economic Opportunity website:  Office of Small Business | LA County AJCC, CA",="28576","LUMINAIRES-STREET LIGHTING, ACCESSORIES AND PARTS","12/16/2025","02/03/2026  5:30PM","Amber Albert","626-458-4199","aalbert@dpw.lacounty.gov"
